direction,seed,B0_ba,B1_ba,P1_ba,B2_ba,P1_minus_B1,P1_minus_B0,B2_minus_B1
ADNI_to_NACC,42,0.8463574226890056,0.8185588063682587,0.8507960323414187,0.8507960323414187,0.03223722597315992,0.00443860965241305,0.03223722597315992
ADNI_to_NACC,43,0.8122030507626907,0.8321663749270651,0.8405434692006335,0.8405434692006335,0.008377094273568364,0.02834041843794277,0.008377094273568364
